user_id,subscription_payment_date,monthly_subscription_fee,previous_monthly_subscription_fee,subscription_plan,language,age,churn,back_from_churn,sub_plan level,downgrade sub_plan,upgrade sub_plan
062c91bb-4716-4b75-8cff-1e486182168d,2022-04-06,9.99,9.99,standard,fr,62,1,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2022-10-06,9.99,9.99,standard,fr,62,0,1,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2022-11-06,6.99,9.99,basic,fr,62,0,0,1,1,0
062c91bb-4716-4b75-8cff-1e486182168d,2022-12-06,6.99,6.99,basic,fr,62,0,0,1,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2023-01-06,15.99,6.99,premium,fr,62,0,0,3,0,1
062c91bb-4716-4b75-8cff-1e486182168d,2023-02-06,15.99,15.99,premium,fr,62,0,0,3,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2023-03-06,15.99,15.99,premium,fr,62,0,0,3,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2023-04-06,6.99,15.99,basic,fr,62,0,0,1,1,0
062c91bb-4716-4b75-8cff-1e486182168d,2023-05-06,6.99,6.99,basic,fr,62,0,0,1,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2023-06-06,6.99,6.99,basic,fr,62,0,0,1,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2023-07-06,15.99,6.99,premium,fr,62,0,0,3,0,1
062c91bb-4716-4b75-8cff-1e486182168d,2023-08-06,9.99,15.99,standard,fr,62,0,0,2,1,0
062c91bb-4716-4b75-8cff-1e486182168d,2023-09-06,9.99,9.99,standard,fr,62,0,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2023-10-06,9.99,9.99,standard,fr,62,1,0,2,0,0
062c91bb-4716-4b75-8cff-1e486182168d,2023-12-06,9.99,9.99,standard,fr,62,1,1,2,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2021-08-26,9.99,0,standard,zh,65,0,0,2,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2021-09-26,9.99,9.99,standard,zh,65,0,0,2,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2021-10-26,6.99,9.99,basic,zh,65,0,0,1,1,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2021-11-26,6.99,6.99,basic,zh,65,0,0,1,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2021-12-26,6.99,6.99,basic,zh,65,0,0,1,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2022-01-26,6.99,6.99,basic,zh,65,0,0,1,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2022-02-26,6.99,6.99,basic,zh,65,1,0,1,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2022-04-26,6.99,6.99,basic,zh,65,0,1,1,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2022-05-26,6.99,6.99,basic,zh,65,1,0,1,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2022-08-26,15.99,6.99,premium,zh,65,0,1,3,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2022-09-26,15.99,15.99,premium,zh,65,0,0,3,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2022-10-26,15.99,15.99,premium,zh,65,0,0,3,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2022-11-26,15.99,15.99,premium,zh,65,0,0,3,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2022-12-26,15.99,15.99,premium,zh,65,0,0,3,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2023-01-26,15.99,15.99,premium,zh,65,0,0,3,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2023-02-26,15.99,15.99,premium,zh,65,0,0,3,0,0
1fa84cf9-e2e4-487e-9053-d1705739de01,2023-03-26,15.99,15.99,premium,zh,65,1,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2021-03-28,15.99,0,premium,es,38,0,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2021-04-28,15.99,15.99,premium,es,38,0,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2021-05-28,15.99,15.99,premium,es,38,0,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2021-06-28,15.99,15.99,premium,es,38,0,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2021-07-28,15.99,15.99,premium,es,38,0,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2021-08-28,15.99,15.99,premium,es,38,0,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2021-09-28,15.99,15.99,premium,es,38,1,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2022-03-28,15.99,15.99,premium,es,38,1,1,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2022-08-28,15.99,15.99,premium,es,38,0,1,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2022-09-28,15.99,15.99,premium,es,38,1,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2022-11-28,15.99,15.99,premium,es,38,0,1,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2022-12-28,15.99,15.99,premium,es,38,0,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2023-01-28,15.99,15.99,premium,es,38,0,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2023-02-28,15.99,15.99,premium,es,38,1,0,3,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2023-06-28,6.99,15.99,basic,es,38,0,1,1,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2023-07-28,6.99,6.99,basic,es,38,0,0,1,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2023-08-28,6.99,6.99,basic,es,38,0,0,1,0,0
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2023-09-28,9.99,6.99,standard,es,38,0,0,2,0,1
4d928ff7-574c-4aaa-840c-c97cefd6a4fd,2023-10-28,9.99,9.99,standard,es,38,1,0,2,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2021-04-03,6.99,0,basic,en,51,0,0,1,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2021-05-03,6.99,6.99,basic,en,51,0,0,1,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2021-06-03,9.99,6.99,standard,en,51,0,0,2,0,1
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2021-07-03,9.99,9.99,standard,en,51,0,0,2,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2021-08-03,9.99,9.99,standard,en,51,0,0,2,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2021-09-03,9.99,9.99,standard,en,51,0,0,2,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2021-10-03,9.99,9.99,standard,en,51,1,0,2,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2021-12-03,9.99,9.99,standard,en,51,0,1,2,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-01-03,9.99,9.99,standard,en,51,0,0,2,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-02-03,9.99,9.99,standard,en,51,0,0,2,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-03-03,6.99,9.99,basic,en,51,0,0,1,1,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-04-03,15.99,6.99,premium,en,51,0,0,3,0,1
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-05-03,15.99,15.99,premium,en,51,0,0,3,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-06-03,15.99,15.99,premium,en,51,0,0,3,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-07-03,15.99,15.99,premium,en,51,0,0,3,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-08-03,15.99,15.99,premium,en,51,0,0,3,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-09-03,15.99,15.99,premium,en,51,0,0,3,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-10-03,15.99,15.99,premium,en,51,0,0,3,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-11-03,6.99,15.99,basic,en,51,0,0,1,1,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2022-12-03,6.99,6.99,basic,en,51,0,0,1,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2023-01-03,15.99,6.99,premium,en,51,1,0,3,0,1
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2023-06-03,6.99,15.99,basic,en,51,0,1,1,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2023-07-03,6.99,6.99,basic,en,51,0,0,1,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2023-08-03,15.99,6.99,premium,en,51,0,0,3,0,1
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2023-09-03,15.99,15.99,premium,en,51,0,0,3,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2023-10-03,15.99,15.99,premium,en,51,0,0,3,0,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2023-11-03,9.99,15.99,standard,en,51,0,0,2,1,0
bdafc5b6-e81e-476e-a690-f7d29dd6cc79,2023-12-03,9.99,9.99,standard,en,51,1,0,2,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2021-08-21,6.99,0,basic,zh,48,1,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2021-10-21,6.99,6.99,basic,zh,48,0,1,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2021-11-21,6.99,6.99,basic,zh,48,0,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2021-12-21,6.99,6.99,basic,zh,48,0,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-01-21,6.99,6.99,basic,zh,48,0,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-02-21,6.99,6.99,basic,zh,48,1,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-04-21,6.99,6.99,basic,zh,48,0,1,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-05-21,6.99,6.99,basic,zh,48,0,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-06-21,6.99,6.99,basic,zh,48,1,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-08-21,6.99,6.99,basic,zh,48,0,1,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-09-21,6.99,6.99,basic,zh,48,0,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-10-21,6.99,6.99,basic,zh,48,0,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-11-21,6.99,6.99,basic,zh,48,0,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2022-12-21,6.99,6.99,basic,zh,48,0,0,1,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-01-21,15.99,6.99,premium,zh,48,0,0,3,0,1
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-02-21,15.99,15.99,premium,zh,48,0,0,3,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-03-21,15.99,15.99,premium,zh,48,0,0,3,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-04-21,15.99,15.99,premium,zh,48,0,0,3,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-05-21,15.99,15.99,premium,zh,48,0,0,3,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-06-21,15.99,15.99,premium,zh,48,0,0,3,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-07-21,15.99,15.99,premium,zh,48,0,0,3,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-08-21,15.99,15.99,premium,zh,48,0,0,3,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-09-21,15.99,15.99,premium,zh,48,0,0,3,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-10-21,15.99,15.99,premium,zh,48,0,0,3,0,0
6da88f8e-65c7-4afe-a458-daca29eabcc8,2023-11-21,15.99,15.99,premium,zh,48,1,0,3,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2021-11-23,9.99,0,standard,zh,43,0,0,2,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2021-12-23,15.99,9.99,premium,zh,43,0,0,3,0,1
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-01-23,15.99,15.99,premium,zh,43,0,0,3,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-02-23,15.99,15.99,premium,zh,43,0,0,3,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-03-23,15.99,15.99,premium,zh,43,0,0,3,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-04-23,15.99,15.99,premium,zh,43,1,0,3,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-06-23,15.99,15.99,premium,zh,43,0,1,3,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-07-23,15.99,15.99,premium,zh,43,1,0,3,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-09-23,15.99,15.99,premium,zh,43,0,1,3,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-10-23,15.99,15.99,premium,zh,43,0,0,3,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-11-23,6.99,15.99,basic,zh,43,0,0,1,1,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2022-12-23,6.99,6.99,basic,zh,43,0,0,1,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2023-01-23,6.99,6.99,basic,zh,43,0,0,1,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2023-02-23,6.99,6.99,basic,zh,43,0,0,1,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2023-03-23,6.99,6.99,basic,zh,43,0,0,1,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2023-04-23,6.99,6.99,basic,zh,43,1,0,1,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2023-07-23,6.99,6.99,basic,zh,43,1,1,1,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2023-09-23,6.99,6.99,basic,zh,43,0,1,1,0,0
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2023-10-23,15.99,6.99,premium,zh,43,0,0,3,0,1
fb0db8ec-49e0-4c0f-b4ad-fa0e979b7d1d,2023-11-23,15.99,15.99,premium,zh,43,1,0,3,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2021-02-18,9.99,0,standard,de,52,0,0,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2021-03-18,9.99,9.99,standard,de,52,0,0,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2021-04-18,9.99,9.99,standard,de,52,0,0,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2021-05-18,9.99,9.99,standard,de,52,0,0,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2021-06-18,9.99,9.99,standard,de,52,1,0,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2021-09-18,9.99,9.99,standard,de,52,1,1,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2021-12-18,9.99,9.99,standard,de,52,0,1,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2022-01-18,9.99,9.99,standard,de,52,1,0,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2022-03-18,9.99,9.99,standard,de,52,0,1,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2022-04-18,9.99,9.99,standard,de,52,0,0,2,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2022-05-18,15.99,9.99,premium,de,52,0,0,3,0,1
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2022-06-18,15.99,15.99,premium,de,52,0,0,3,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2022-07-18,15.99,15.99,premium,de,52,0,0,3,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2022-08-18,15.99,15.99,premium,de,52,0,0,3,0,0
4c1889e4-74cd-41ac-b8fd-8113aeb34c88,2022-09-18,15.99,15.99,premium,de,52,0,0,3,0,0
